Date,Fallacy,Label,Subcategory,Context,full_sentence,long_fallacy
2008,the old - boy network and the cronyism,AppealtoEmotion,Loaded Language,She's a reformer through and through. And it's time we had that bresh of freth air (sic) -- breath of fresh air coming into our nation's capital and sweep out the old - boy network and the cronyism that's been so much a part of it that I've fought against for all these years. She'll be my partner.,And it's time we had that bresh of freth air (sic) -- breath of fresh air coming into our nation's capital and sweep out the old - boy network and the cronyism that's been so much a part of it that I've fought against for all these years.,And it's time we had that bresh of freth air (sic) -- breath of fresh air coming into our nation's capital and sweep out the old - boy network and the cronyism that's been so much a part of it that I've fought against for all these years.
2004,"I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.",AppealtoEmotion,Loaded Language,"We have a long distance yet to travel in terms of fairness in America. I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school. And yet the president who talks about No Child Left Behind refused to fully fund -- by $28 billion -- that particular program so you can make a difference in the lives of those young people.","I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.","I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school."
1960,I think that's the only way that the United States is going to maintain its freedom,AppealtoEmotion,Flag waving,"I don't believe in big government, but I believe in effective governmental action. And I think that's the only way that the United States is going to maintain its freedom. It's the only way that we're going to move ahead.",And I think that's the only way that the United States is going to maintain its freedom.,And I think that's the only way that the United States is going to maintain its freedom.
1984,they know that people's lives and health are being risked,AppealtoEmotion,Appeal to fear,"The American people want this environment protected. They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment. The American people want their children educated.","They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment.","They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment."
2016,We are old. We’re tired. We’re exhausted in terms of nuclear.,AppealtoEmotion,Appeal to fear,Russia is new in terms of nuclear. We are old. We’re tired. We’re exhausted in terms of nuclear. A very bad thing.,We are old.,We are old. We’re tired. We’re exhausted in terms of nuclear.
2004,"And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent.",AppealtoEmotion,Loaded Language,"I don't want American workers subsidizing the loss of their own job. And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent. And we're going to have a manufacturing jobs credit and a job hiring credit so we actually help people be able to hire here.","And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent.","And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent."
2004,this is the man who masterminded the greatest mass murder and terrorist attack in American history.,AppealtoEmotion,Appeal to fear,And what did we do? We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history. And what did the administration decide to do?,We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history.,We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history.
1960,"And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.",AppealtoAuthority,Appeal to popular opinion,"You must always remember that a president can't stop anything unless he has the people behind him. And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President. Well, now let's look at these bills that the Vice President suggests were too extreme.","And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.","And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President."
2004,"So we use diplomacy every chance we get, believe me.",AppealtoEmotion,Loaded Language,"There's just no doubt in my mind we would rue the day, had Saddam Hussein been in power. So we use diplomacy every chance we get, believe me. And I would hope to never have to use force.","So we use diplomacy every chance we get, believe me.","So we use diplomacy every chance we get, believe me."
1980,with all my heart,AppealtoEmotion,Loaded Language,"I do know what he has said about mine. And I'm only here to tell you that I believe with all my heart that our first priority must be world peace, and that use of force is always and only a last resort, when everything else has failed, and then only with regard to our national security. Now, I believe, also, that this meeting this mission, this responsibility for preserving the peace, which I believe is a responsibility peculiar to our country, and that we cannot shirk our responsibility as a leader of the free world because we're the only ones that can do it.","And I'm only here to tell you that I believe with all my heart that our first priority must be world peace, and that use of force is always and only a last resort, when everything else has failed, and then only with regard to our national security.","And I'm only here to tell you that I believe with all my heart that our first priority must be world peace, and that use of force is always and only a last resort, when everything else has failed, and then only with regard to our national security."
1996,They're working harder and higher and harder paying more taxes.,AppealtoEmotion,Loaded Language,"But are the American people? They're working harder and higher and harder paying more taxes. For the first time in history, you pay about 40 percent of what you earn.",They're working harder and higher and harder paying more taxes.,They're working harder and higher and harder paying more taxes.
2000,the ugly American,AppealtoEmotion,Loaded Language,"We can work with them on security matters, for example, but it's their call to make. So I'm not exactly sure where the vice president is coming from, but I think one way for us to end up being viewed as the ugly American is for us to go around the world saying, â€œwe do it this way, so should you.â€ Now, we trust freedom. We know freedom is a powerful, powerful, powerful force, much bigger than the United States of America, as we saw recently in the Balkans.","So I'm not exactly sure where the vice president is coming from, but I think one way for us to end up being viewed as the ugly American is for us to go around the world saying, â€œwe do it this way, so should you.â€ Now, we trust freedom.","So I'm not exactly sure where the vice president is coming from, but I think one way for us to end up being viewed as the ugly American is for us to go around the world saying, â€œwe do it this way, so should you.â€ Now, we trust freedom."
1992,"And so I favor, strongly favor, term limits.",AppealtoEmotion,Loaded Language,"And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long. And so I favor, strongly favor, term limits. And how to get them passed?","And so I favor, strongly favor, term limits.","And so I favor, strongly favor, term limits."
1996,"I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.",AppealtoEmotion,Loaded Language,"When we've worked hard to end the Northern Korean nuclear threat. I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources. Well I failed to mention North Korea and Cuba, a while ago.","I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.","I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources."
2016,"bad, bad experience",AppealtoEmotion,Loaded Language,"We have made so many bad deals during the last—so she's got experience, that I agree. [applause]But it's bad, bad experience. Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can—name—you almost can't name a good deal.","[applause]But it's bad, bad experience.","[applause]But it's bad, bad experience."
1984,villain,AppealtoEmotion,Loaded Language,"I'll tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in '82. And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them. And why I think it is outrageous -- first of all, it isn't true.",And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.,And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.
1996,"So I rolled the dice, I put my career on the line because I really believe the future of America is on the line.",AppealtoEmotion,Loaded Language,"I wasn't just getting more power and more power. So I rolled the dice, I put my career on the line because I really believe the future of America is on the line. We can give you all these numbers, they don't mean a thing.","So I rolled the dice, I put my career on the line because I really believe the future of America is on the line.","So I rolled the dice, I put my career on the line because I really believe the future of America is on the line."
2004,It's not what the American people thought they were getting when they voted.,AppealtoAuthority,Appeal to popular opinion,Now we have this incredible mess in Iraq -- $200 billion. It's not what the American people thought they were getting when they voted.,It's not what the American people thought they were getting when they voted.,It's not what the American people thought they were getting when they voted.
2016,trumped - up trickle - down,AppealtoEmotion,Loaded Language,"In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had. I call it trumped - up trickle - down, because that's exactly what it would be. That is not how we grow the economy.","I call it trumped - up trickle - down, because that's exactly what it would be.","I call it trumped - up trickle - down, because that's exactly what it would be."
2008,"And until we do, Americans here at home are not going to be safe.",AppealtoEmotion,Appeal to fear,"Number three, we've got to deal with Pakistan, because Al Qaida and the Taliban have safe havens in Pakistan, across the border in the northwest regions, and although, you know, under George Bush, with the support of Senator McCain, we've been giving them $10 billion over the last seven years, they have not done what needs to be done to get rid of those safe havens. And until we do, Americans here at home are not going to be safe. First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region.","And until we do, Americans here at home are not going to be safe.","And until we do, Americans here at home are not going to be safe."
2008,a kitty,AppealtoEmotion,Loaded Language,"Zero, because as I said in our last debate and I'll repeat, John, I exempt small businesses from the requirement for large businesses that can afford to provide health care to their employees, but are not doing it. I exempt small businesses from having to pay into a kitty. But large businesses that can afford it, we've got a choice.",I exempt small businesses from having to pay into a kitty.,I exempt small businesses from having to pay into a kitty.
2016,It was a disaster.,AppealtoEmotion,Loaded Language,"I’m sure you probably have heard that. It was a disaster. Because the fact is, almost everything she’s done in foreign policy has been a mistake and it’s been a disaster.",It was a disaster.,It was a disaster.
2004,We're on the move.,AppealtoEmotion,Flag waving,"Homeownership rate is at an all - time high in America. We're on the move. Tonight I had a chance to discuss with you what to do to keep this economy going: keep the taxes low, don't increase the scope of the federal government, keep regulations down, legal reform, a health- care policy that does not empower the federal government but empowers individuals, and an energy plan that will help us become less dependent on foreign sources of energy.",We're on the move.,We're on the move.
2000,crumbling classrooms,AppealtoEmotion,Loaded Language,"To recruit 100,000 new teachers to reduce the size of classrooms. To help local school districts build new buildings so our children are not learning in crumbling classrooms. And we're not just going to stop at high school.",To help local school districts build new buildings so our children are not learning in crumbling classrooms.,To help local school districts build new buildings so our children are not learning in crumbling classrooms.
2016,the number one terror state,AppealtoEmotion,Loaded Language,"And my whole concept was to make America great again. When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one - sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago. When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it’s in business and trade, where we’re doing so badly.","When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one - sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago.","When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one - sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago."
1996,"Our military is the strongest military in the world. It is the strongest, best prepared, best equipped it has ever been.",AppealtoEmotion,Loaded Language,"We provide the leadership and we're going to have to continue to provide the leadership, but let's do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations. Our military is the strongest military in the world. It is the strongest, best prepared, best equipped it has ever been. There is very little difference in the budget that I proposed and the Republican budget over the next six - year period.",Our military is the strongest military in the world.,"Our military is the strongest military in the world. It is the strongest, best prepared, best equipped it has ever been."
1980,"But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing.",AppealtoEmotion,Loaded Language,"You've got 99 other senators to correct that mistake, if it is a mistake. But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing. Yes.","But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing.","But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing."
2016,just awfully good,AppealtoEmotion,Loaded Language,"We have literally Trump—you can fact check him in real time. Last time at the first debate, we had millions of people fact checking, so I expect we’ll have millions more fact checking, because, you know, it is—it’s just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country. Because you’d be in jail.","Last time at the first debate, we had millions of people fact checking, so I expect we’ll have millions more fact checking, because, you know, it is—it’s just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.","Last time at the first debate, we had millions of people fact checking, so I expect we’ll have millions more fact checking, because, you know, it is—it’s just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country."
1980,"If wind, water or fire destroyed them, we built them again.",AppealtoEmotion,Flag waving,"We landed on this Eastern shore and then went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches. If wind, water or fire destroyed them, we built them again. And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part.","If wind, water or fire destroyed them, we built them again.","If wind, water or fire destroyed them, we built them again."
2008,"The D. C. school system is in terrible shape, and it has been for a very long time.",AppealtoEmotion,Loaded Language,"I'll just make a quick comment about vouchers in D. C.Senator McCain's absolutely right: The D. C. school system is in terrible shape, and it has been for a very long time. And we've got a wonderful new superintendent there who's working very hard with the young mayor there to try... Who supports vouchers.",And we've got a wonderful new superintendent there who's working very hard with the young mayor there to try... Who supports vouchers.,And we've got a wonderful new superintendent there who's working very hard with the young mayor there to try... Who supports vouchers.
2004,The American people decide.,AppealtoEmotion,Flag waving,Osama bin Laden doesn't get to decide. The American people decide. I decided the right action was in Iraq.,The American people decide.,The American people decide.
1960,"Now as far as President Eisenhower is concerned, I have often heard him discuss this question. As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun.",AppealtoAuthority,Without Evidence,"There were too many infantrymen there, not enough heavy artillery; and certainly I don't think there was any implication in Secretary Dulles' statement that Quemoy and Matsu should not be defended in the event that they were attacked, and that attack was a preliminary to an attack on Formosa. Now as far as President Eisenhower is concerned, I have often heard him discuss this question. As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun. Whenever you do that, inevitably the dictator is encouraged to try it again.","Now as far as President Eisenhower is concerned, I have often heard him discuss this question.","Now as far as President Eisenhower is concerned, I have often heard him discuss this question. As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun."
1980,"But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was. It's a bully pulpit.",AppealtoAuthority,False Authority,"I know those things can grow out of despair in an inner city, when there's hopelessness at home, lack of work, and so forth. But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was. It's a bully pulpit. And I think that something can be done from there, because a goal for all of us should be that one day, things will be done neither because of nor in spite of any of the differences between us - ethnic differences or racial differences, whatever they may be - that we will have total equal opportunity for all people.","But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was.","But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was. It's a bully pulpit."
2004,I've never seen such ideological squabbles in the Congress of the United States. I've never seen members of a party locked out of meetings the way they're locked out today.,AppealtoEmotion,Loaded Language,"I regret to say that the president who called himself a uniter, not a divider, is now presiding over the most divided America in the recent memory of our country. I've never seen such ideological squabbles in the Congress of the United States. I've never seen members of a party locked out of meetings the way they're locked out today. We have to change that.",I've never seen such ideological squabbles in the Congress of the United States.,I've never seen such ideological squabbles in the Congress of the United States. I've never seen members of a party locked out of meetings the way they're locked out today.
2004,a brutal practice,AppealtoEmotion,Loaded Language,I signed the partial - birth -- the ban on partial - birth abortion. It's a brutal practice. It's one way to help reduce abortions.,It's a brutal practice.,It's a brutal practice.
2016,"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",AppealtoEmotion,Appeal to fear,"Well, the situation in Syria is catastrophic. And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left. And there is a determined effort by the Russian air force to destroy Aleppo in order to eliminate the last of the Syrian rebels who are really holding out against the Assad regime.","And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.","And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left."
1960,"And that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field.",AppealtoAuthority,False Authority,"We have to move ahead in order to stay ahead. And that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field. And so we need military strength, we need economic strength, we also need the right diplomatic policies.","And that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field.","And that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field."
1992,The facts are though -- the facts are -- the American people are hurting. These people are hurting in the inner cities.,AppealtoEmotion,Flag waving,"That's another story that we're going to pay a big price for right after the election. The facts are though -- the facts are -- the American people are hurting. These people are hurting in the inner cities. We're shipping the quote, ""low paying jobs"" overseas.",The facts are though -- the facts are -- the American people are hurting.,The facts are though -- the facts are -- the American people are hurting. These people are hurting in the inner cities.
1960,a phony interest rate,AppealtoEmotion,Loaded Language,"We're going to go right back to what we had under Mr. Truman when he had political control of the Federal Reserve Board. I don't believe we ought to pay our bills through inflation, through a phony interest rate.","I don't believe we ought to pay our bills through inflation, through a phony interest rate.","I don't believe we ought to pay our bills through inflation, through a phony interest rate."
1960,dangerous,AppealtoEmotion,Loaded Language,"The Chinese Communists have always had a large population. But they are important and dangerous now because they are mounting a major effort within their own country. The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom.",But they are important and dangerous now because they are mounting a major effort within their own country.,But they are important and dangerous now because they are mounting a major effort within their own country.
1996,"Before I answer that, Jim, let me just say it is disgraceful, the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare.",AppealtoEmotion,Appeal to pity,"We have a balanced budget plan that protects Medicare and gives tax cuts. Before I answer that, Jim, let me just say it is disgraceful, the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare. One other one in there, isn't there?","Before I answer that, Jim, let me just say it is disgraceful, the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare.","Before I answer that, Jim, let me just say it is disgraceful, the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare."
1960,I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.,AppealtoEmotion,Flag waving,I'm talking about a national mood. I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe. We don't know what the future's going to bring.,I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.,I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.
1976,a disgrace to this country,AppealtoEmotion,Loaded Language,"Well, Mr. Ford is - is uh changing uh considerably his previous philosophy. The present tax structure is a disgrace to this country; it's just a welfare program for the rich. As a matter of fact, uh - 25 percent of the total tax deductions, go for only 1 percent of the richest people in this country, and over 50 percent of the tax uh credits go for the 14 percent of the richest people in this country.",The present tax structure is a disgrace to this country; it's just a welfare program for the rich.,The present tax structure is a disgrace to this country; it's just a welfare program for the rich.
1996,"The only thing, Jim, they have to offer is fear.",AppealtoEmotion,Appeal to fear,"Franklin Roosevelt said in 1932 that the only thing we have to fear is fear itself. The only thing, Jim, they have to offer is fear. Fear of the environment, fear of the climate, fear of Medicare, fear of Newt, fear of Republicans, fear of Bob, and probably fear of cutting tax rates.","The only thing, Jim, they have to offer is fear.","The only thing, Jim, they have to offer is fear."
2000,a flood of cheap handguns,AppealtoEmotion,Loaded Language,"I mean, the fact is that there -- even though no state wants them, there are guns in some schools. And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them. And I think that if you look at the situation as it exists here in the United States compared to any other country in the world, it seems to me pretty obvious that while we respect the rights of hunters and sportsmen, we do need some common sense gun safety steps to stem this flood of guns that are getting into the wrong hands.",And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them.,And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them.
2000,tremendous,AppealtoEmotion,Loaded Language,That is what it is. You leave future generations with tremendous IOUs. It's time to have a leader that doesn't put off tomorrow what we should do today.,You leave future generations with tremendous IOUs.,You leave future generations with tremendous IOUs.
2000,We don't know whether he's developing weapons of mass destruction.,AppealtoEmotion,Appeal to fear,The sanctions are being violated. We don't know whether he's developing weapons of mass destruction. He better not be or there's going to be a consequence should I be the president.,We don't know whether he's developing weapons of mass destruction.,We don't know whether he's developing weapons of mass destruction.
1992,we've got to clean out the barn,AppealtoEmotion,Loaded Language,"(APPLAUSE.)Well, we've got to re -- we've got to clean out the barn, if I may quote my boss, and start getting this investment money on the street so we can get, and encourage entrepreneurs to build factories. We -- the program is out there.",")Well, we've got to re -- we've got to clean out the barn, if I may quote my boss, and start getting this investment money on the street so we can get, and encourage entrepreneurs to build factories.",")Well, we've got to re -- we've got to clean out the barn, if I may quote my boss, and start getting this investment money on the street so we can get, and encourage entrepreneurs to build factories."
1984,this arms madness,AppealtoEmotion,Loaded Language,"In other words, we've got to be tough. But in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement. Support for U. S.","But in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement.","But in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement."
2016,an unbelievable company,AppealtoEmotion,Loaded Language,"Look, it's all words, it's all sound bites. I built an unbelievable company. Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places.",I built an unbelievable company.,I built an unbelievable company.
2016,"General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we’re doing in the Middle East.",AppealtoEmotion,Loaded Language,"All I say is this. General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we’re doing in the Middle East. I would not use American ground forces in Syria.","General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we’re doing in the Middle East.","General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we’re doing in the Middle East."
2016,It is a disaster.,AppealtoEmotion,Loaded Language,"We lost our plants. It is a disaster. And now she wants to sign TPP, even though she says now she’s for it.",It is a disaster.,It is a disaster.
1988,I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.,AppealtoAuthority,Without Evidence,"Of course that's a charge that's always made against any governor who runs for the presidency. I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980. Remember that, George?",I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.,I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.
2004,"This president has made, I regret to say, a colossal error of judgment.",AppealtoEmotion,Loaded Language,"And smart means not diverting your attention from the real war on terror in Afghanistan against Osama bin Laden and taking if off to Iraq where the 9/11 Commission confirms there was no connection to 9/11 itself and Saddam Hussein, and where the reason for going to war was weapons of mass destruction, not the removal of Saddam Hussein. This president has made, I regret to say, a colossal error of judgment. And judgment is what we look for in the president of the United States of America.","This president has made, I regret to say, a colossal error of judgment.","This president has made, I regret to say, a colossal error of judgment."
1996,We will never allow a woman's right to choose to be taken away.,AppealtoEmotion,Flag waving,"Mr. Kemp has voted 47 out of 47 times to have such an amendment and to restrict this completely, no matter what the circumstances, even where rape and incest is involved. We will never allow a woman's right to choose to be taken away. There is no consensus.",We will never allow a woman's right to choose to be taken away.,We will never allow a woman's right to choose to be taken away.
1980,It will come from the pockets of the people who are living in those very areas.,AppealtoEmotion,Appeal to fear,"It will come from the pockets of the people. It will come from the pockets of the people who are living in those very areas. And the problem is, with Governments - Federal, State and Local - taking $.44 out of every dollar earned, that the Federal Government has pre - empted too many of the tax sources, and that the cities.",It will come from the pockets of the people who are living in those very areas.,It will come from the pockets of the people who are living in those very areas.
1960,"The position of the United States has been that this build - up, in the words of the president, has been foolish.",AppealtoEmotion,Loaded Language,"General Twining, in January, fifty - nine, described the position of the United States. The position of the United States has been that this build - up, in the words of the president, has been foolish. Mr. Herter has said these islands are indefensible.","The position of the United States has been that this build - up, in the words of the president, has been foolish.","The position of the United States has been that this build - up, in the words of the president, has been foolish."
2000,"That is a legitimate concern, this is a very important area.",AppealtoEmotion,Appeal to fear,"He's concerned that if he had to send them into combat it would mean lives lost. That is a legitimate concern, this is a very important area. The fact that the U. S. military is worse off today than it was eight years ago.","That is a legitimate concern, this is a very important area.","That is a legitimate concern, this is a very important area."
2004,Medicare belongs to you.,AppealtoEmotion,Loaded Language,"Medicare is paid for by the American taxpayer. Medicare belongs to you. Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",Medicare belongs to you.,Medicare belongs to you.
2004,terrorist safe havens,AppealtoEmotion,Loaded Language,"I don't see how the Iraqis are going to have confidence in the American president if all they hear is that it was a mistake to be there in the first place. This war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support. Well, the president and his experts have told America that it's not a question of if; it's a question of when.","This war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support.","This war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support."
2000,the finger of blame looking for scapegoats,AppealtoEmotion,Loaded Language,"He managed to reach across partisan lines and unite republicans, and democrats and independents and put them to work to achieve good things for the State of Texas. Partly because he didn't point the finger of blame looking for scapegoats he was quick to share the credit. He ended up, as a result of that activity of his first term, having the top Democrat in the state, Bob Bulloch, endorse George Bush for reelection.",Partly because he didn't point the finger of blame looking for scapegoats he was quick to share the credit.,Partly because he didn't point the finger of blame looking for scapegoats he was quick to share the credit.
2016,"I think Aleppo is a disaster, humanitarian - wise.",AppealtoEmotion,Flag waving,"And she didn’t. I think Aleppo is a disaster, humanitarian - wise. I think that it basically has fallen.","I think Aleppo is a disaster, humanitarian - wise.","I think Aleppo is a disaster, humanitarian - wise."
2000,Right now our military is the strongest in the entire history of the world.,AppealtoEmotion,Loaded Language,We stand for those values and we have to be willing to assert them. Right now our military is the strongest in the entire history of the world. I will -- I pledge to you I will do whatever is necessary to make sure that it stays that way.,Right now our military is the strongest in the entire history of the world.,Right now our military is the strongest in the entire history of the world.
